eta_x,eta_y,eta_psi,nu_u,nu_v,nu_r,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde
800.555,517.541,-0.123,-0.007081,0.003285,-0.001016,-0.583,0.189,0.0,-0.007,0.003,-0.001,2.532,-0.392,-0.007
800.549,517.545,-0.124,-0.00847,0.002771,-0.000664,-0.576,0.185,0.0,-0.008,0.003,-0.001,2.49,-0.391,-0.008
800.54,517.549,-0.125,-0.009332,0.00223,-0.000389,-0.568,0.182,0.0,-0.009,0.002,-0.0,2.464,-0.391,-0.009
800.531,517.552,-0.125,-0.009662,0.001718,-0.00018,-0.558,0.18,0.0,-0.01,0.002,-0.0,2.45,-0.391,-0.009
800.522,517.555,-0.126,-0.009578,0.001263,-2.6e-05,-0.549,0.178,0.0,-0.01,0.001,-0.0,2.445,-0.391,-0.009
800.513,517.557,-0.126,-0.009208,0.000869,8.6e-05,-0.539,0.177,0.0,-0.009,0.001,0.0,2.447,-0.391,-0.009
800.504,517.559,-0.125,-0.008655,0.000533,0.000164,-0.53,0.176,0.0,-0.009,0.001,0.0,2.454,-0.391,-0.009
800.495,517.561,-0.125,-0.007989,0.000249,0.000219,-0.521,0.175,0.0,-0.008,0.0,0.0,2.463,-0.391,-0.009
800.487,517.562,-0.125,-0.007259,8e-06,0.000255,-0.513,0.175,0.0,-0.007,0.0,0.0,2.475,-0.391,-0.009
800.48,517.563,-0.125,-0.006497,-0.000195,0.00028,-0.506,0.175,0.0,-0.006,-0.0,0.0,2.488,-0.391,-0.008
800.474,517.564,-0.125,-0.005722,-0.000367,0.000295,-0.499,0.176,0.0,-0.006,-0.0,0.0,2.501,-0.392,-0.008
800.468,517.564,-0.124,-0.004951,-0.000511,0.000304,-0.494,0.176,0.0,-0.005,-0.001,0.0,2.515,-0.392,-0.008
800.463,517.564,-0.124,-0.004192,-0.000632,0.000308,-0.489,0.177,0.0,-0.004,-0.001,0.0,2.529,-0.392,-0.008
800.459,517.564,-0.124,-0.003452,-0.000732,0.000309,-0.484,0.178,0.0,-0.003,-0.001,0.0,2.543,-0.392,-0.007
800.455,517.564,-0.123,-0.002736,-0.000814,0.000308,-0.481,0.178,0.0,-0.003,-0.001,0.0,2.556,-0.392,-0.007
800.452,517.563,-0.123,-0.002047,-0.00088,0.000305,-0.478,0.179,0.0,-0.002,-0.001,0.0,2.57,-0.393,-0.007
800.45,517.563,-0.123,-0.001387,-0.000932,0.000301,-0.476,0.18,0.0,-0.001,-0.001,0.0,2.583,-0.393,-0.006
800.449,517.562,-0.122,-0.000758,-0.000972,0.000296,-0.474,0.182,0.0,-0.001,-0.001,0.0,2.595,-0.393,-0.006
800.448,517.561,-0.122,-0.00016,-0.001001,0.000291,-0.474,0.183,0.0,-0.0,-0.001,0.0,2.607,-0.393,-0.006
800.448,517.56,-0.122,0.000405,-0.001021,0.000286,-0.473,0.184,0.0,0.0,-0.001,0.0,2.619,-0.394,-0.005
800.448,517.559,-0.122,0.000939,-0.001032,0.00028,-0.474,0.185,0.0,0.001,-0.001,0.0,2.631,-0.394,-0.005
800.449,517.558,-0.121,0.00144,-0.001036,0.000274,-0.475,0.186,0.0,0.001,-0.001,0.0,2.642,-0.394,-0.005
800.45,517.557,-0.121,0.001909,-0.001033,0.000268,-0.476,0.187,0.0,0.002,-0.001,0.0,2.653,-0.394,-0.005
800.452,517.555,-0.121,0.002347,-0.001026,0.000262,-0.478,0.188,0.0,0.002,-0.001,0.0,2.664,-0.394,-0.004
800.454,517.554,-0.12,0.002755,-0.001013,0.000256,-0.48,0.19,0.0,0.003,-0.001,0.0,2.674,-0.395,-0.004
800.457,517.553,-0.12,0.003132,-0.000997,0.00025,-0.483,0.191,0.0,0.003,-0.001,0.0,2.684,-0.395,-0.004
800.46,517.551,-0.12,0.00348,-0.000978,0.000245,-0.486,0.192,0.0,0.003,-0.001,0.0,2.694,-0.395,-0.004
800.463,517.55,-0.12,0.0038,-0.000956,0.000239,-0.489,0.193,0.0,0.004,-0.001,0.0,2.704,-0.395,-0.003
800.467,517.549,-0.119,0.004092,-0.000932,0.000233,-0.493,0.194,0.0,0.004,-0.001,0.0,2.713,-0.395,-0.003
800.471,517.547,-0.119,0.004357,-0.000907,0.000228,-0.497,0.195,0.0,0.004,-0.001,0.0,2.722,-0.395,-0.003
800.475,517.546,-0.119,0.004597,-0.00088,0.000222,-0.502,0.196,0.0,0.005,-0.001,0.0,2.731,-0.396,-0.003
800.479,517.544,-0.119,0.004812,-0.000852,0.000217,-0.506,0.197,0.0,0.005,-0.001,0.0,2.74,-0.396,-0.002
800.484,517.543,-0.119,0.005004,-0.000825,0.000212,-0.511,0.198,0.0,0.005,-0.001,0.0,2.749,-0.396,-0.002
800.489,517.542,-0.118,0.005173,-0.000797,0.000207,-0.516,0.199,0.0,0.005,-0.001,0.0,2.757,-0.396,-0.002
800.494,517.54,-0.118,0.00532,-0.000769,0.000202,-0.521,0.2,0.0,0.005,-0.001,0.0,2.765,-0.396,-0.002
800.499,517.539,-0.118,0.005447,-0.000742,0.000197,-0.526,0.201,0.0,0.005,-0.001,0.0,2.773,-0.396,-0.002
800.504,517.537,-0.118,0.005554,-0.000715,0.000192,-0.532,0.202,0.0,0.006,-0.001,0.0,2.781,-0.396,-0.001
800.51,517.536,-0.118,0.005643,-0.000689,0.000188,-0.537,0.202,0.0,0.006,-0.001,0.0,2.789,-0.397,-0.001
800.515,517.535,-0.117,0.005715,-0.000664,0.000184,-0.543,0.203,0.0,0.006,-0.001,0.0,2.796,-0.397,-0.001
800.521,517.533,-0.117,0.00577,-0.00064,0.000179,-0.548,0.204,0.0,0.006,-0.001,0.0,2.803,-0.397,-0.001
800.527,517.532,-0.117,0.00581,-0.000618,0.000175,-0.554,0.205,0.0,0.006,-0.001,0.0,2.811,-0.397,-0.001
800.532,517.531,-0.117,0.005835,-0.000596,0.000171,-0.56,0.205,0.0,0.006,-0.001,0.0,2.818,-0.397,-0.0
800.538,517.529,-0.117,0.005846,-0.000576,0.000168,-0.566,0.206,0.0,0.006,-0.001,0.0,2.825,-0.397,-0.0
800.544,517.528,-0.116,0.005845,-0.000558,0.000164,-0.572,0.207,0.0,0.006,-0.001,0.0,2.831,-0.397,-0.0
800.549,517.527,-0.116,0.005832,-0.00054,0.00016,-0.577,0.207,0.0,0.006,-0.001,0.0,2.838,-0.398,0.0
800.555,517.526,-0.116,0.005808,-0.000525,0.000157,-0.583,0.208,0.0,0.006,-0.001,0.0,2.844,-0.398,0.0
800.561,517.525,-0.116,0.005774,-0.00051,0.000154,-0.589,0.209,0.0,0.006,-0.001,0.0,5.356,-2.935,0.0
800.567,517.523,-0.116,0.002196,0.002634,-0.001333,-0.595,0.209,0.0,0.002,0.003,-0.001,5.326,-2.935,0.001
800.569,517.526,-0.117,-0.004811,0.004779,-0.002624,-0.597,0.206,0.0,-0.005,0.005,-0.003,2.799,-0.397,-0.001
800.565,517.531,-0.12,-0.005121,0.004074,-0.001996,-0.593,0.2,0.0,-0.005,0.004,-0.002,2.682,-0.395,-0.003
800.56,517.536,-0.122,-0.005551,0.003712,-0.001455,-0.588,0.194,0.0,-0.006,0.004,-0.001,2.594,-0.393,-0.005
800.555,517.54,-0.123,-0.007082,0.003289,-0.001016,-0.583,0.19,0.0,-0.007,0.003,-0.001,2.531,-0.392,-0.007
800.549,517.544,-0.124,-0.008472,0.002775,-0.000664,-0.576,0.186,0.0,-0.008,0.003,-0.001,2.489,-0.391,-0.008
800.54,517.548,-0.125,-0.009333,0.002235,-0.000389,-0.568,0.183,0.0,-0.009,0.002,-0.0,2.463,-0.391,-0.009
800.531,517.551,-0.125,-0.009663,0.001723,-0.00018,-0.558,0.18,0.0,-0.01,0.002,-0.0,2.449,-0.391,-0.009
800.522,517.554,-0.126,-0.009579,0.001267,-2.6e-05,-0.549,0.178,0.0,-0.01,0.001,-0.0,2.444,-0.391,-0.009
800.513,517.557,-0.126,-0.00921,0.000873,8.6e-05,-0.539,0.177,0.0,-0.009,0.001,0.0,2.446,-0.391,-0.009
800.504,517.559,-0.125,-0.008656,0.000537,0.000164,-0.53,0.176,0.0,-0.009,0.001,0.0,2.453,-0.391,-0.009
800.495,517.56,-0.125,-0.007991,0.000253,0.000219,-0.521,0.176,0.0,-0.008,0.0,0.0,2.462,-0.391,-0.009
800.487,517.562,-0.125,-0.00726,1.2e-05,0.000255,-0.513,0.176,0.0,-0.007,0.0,0.0,2.474,-0.391,-0.009
800.48,517.563,-0.125,-0.006498,-0.000191,0.00028,-0.506,0.176,0.0,-0.006,-0.0,0.0,2.487,-0.391,-0.008
800.474,517.563,-0.125,-0.005723,-0.000363,0.000295,-0.499,0.176,0.0,-0.006,-0.0,0.0,2.5,-0.392,-0.008
800.468,517.564,-0.124,-0.004952,-0.000507,0.000303,-0.494,0.177,0.0,-0.005,-0.001,0.0,2.514,-0.392,-0.008
800.463,517.564,-0.124,-0.004192,-0.000628,0.000308,-0.489,0.177,0.0,-0.004,-0.001,0.0,2.528,-0.392,-0.008
800.459,517.564,-0.124,-0.003452,-0.000728,0.000309,-0.484,0.178,0.0,-0.003,-0.001,0.0,2.542,-0.392,-0.007
800.455,517.563,-0.123,-0.002736,-0.00081,0.000308,-0.481,0.179,0.0,-0.003,-0.001,0.0,2.555,-0.392,-0.007
800.452,517.563,-0.123,-0.002047,-0.000876,0.000305,-0.478,0.18,0.0,-0.002,-0.001,0.0,2.569,-0.393,-0.007
800.45,517.562,-0.123,-0.001387,-0.000928,0.000301,-0.476,0.181,0.0,-0.001,-0.001,0.0,2.582,-0.393,-0.006
800.449,517.561,-0.122,-0.000758,-0.000968,0.000296,-0.475,0.182,0.0,-0.001,-0.001,0.0,2.594,-0.393,-0.006
800.448,517.561,-0.122,-0.00016,-0.000997,0.000291,-0.474,0.183,0.0,-0.0,-0.001,0.0,2.607,-0.393,-0.006
800.448,517.56,-0.122,0.000405,-0.001017,0.000286,-0.473,0.184,0.0,0.0,-0.001,0.0,2.619,-0.394,-0.005
800.448,517.559,-0.122,0.000939,-0.001028,0.00028,-0.474,0.185,0.0,0.001,-0.001,0.0,2.63,-0.394,-0.005
800.449,517.557,-0.121,0.00144,-0.001032,0.000274,-0.475,0.187,0.0,0.001,-0.001,0.0,2.641,-0.394,-0.005
800.45,517.556,-0.121,0.001909,-0.00103,0.000268,-0.476,0.188,0.0,0.002,-0.001,0.0,2.652,-0.394,-0.005
800.452,517.555,-0.121,0.002347,-0.001022,0.000262,-0.478,0.189,0.0,0.002,-0.001,0.0,2.663,-0.394,-0.004
800.454,517.554,-0.12,0.002755,-0.00101,0.000256,-0.48,0.19,0.0,0.003,-0.001,0.0,2.674,-0.395,-0.004
800.457,517.552,-0.12,0.003132,-0.000994,0.00025,-0.483,0.191,0.0,0.003,-0.001,0.0,2.684,-0.395,-0.004
800.46,517.551,-0.12,0.00348,-0.000974,0.000245,-0.486,0.192,0.0,0.003,-0.001,0.0,2.694,-0.395,-0.004
800.463,517.55,-0.12,0.0038,-0.000952,0.000239,-0.489,0.193,0.0,0.004,-0.001,0.0,2.703,-0.395,-0.003
800.467,517.548,-0.119,0.004092,-0.000928,0.000233,-0.493,0.194,0.0,0.004,-0.001,0.0,2.713,-0.395,-0.003
800.47,517.547,-0.119,0.004357,-0.000903,0.000228,-0.497,0.196,0.0,0.004,-0.001,0.0,2.722,-0.395,-0.003
800.475,517.545,-0.119,0.004597,-0.000876,0.000222,-0.502,0.197,0.0,0.005,-0.001,0.0,2.731,-0.396,-0.003
800.479,517.544,-0.119,0.004812,-0.000849,0.000217,-0.506,0.198,0.0,0.005,-0.001,0.0,2.739,-0.396,-0.002
800.484,517.542,-0.119,0.005004,-0.000821,0.000212,-0.511,0.198,0.0,0.005,-0.001,0.0,2.748,-0.396,-0.002
800.489,517.541,-0.118,0.005173,-0.000793,0.000207,-0.516,0.199,0.0,0.005,-0.001,0.0,2.756,-0.396,-0.002
800.494,517.54,-0.118,0.00532,-0.000765,0.000202,-0.521,0.2,0.0,0.005,-0.001,0.0,2.764,-0.396,-0.002
800.499,517.538,-0.118,0.005447,-0.000738,0.000197,-0.526,0.201,0.0,0.005,-0.001,0.0,2.772,-0.396,-0.002
800.504,517.537,-0.118,0.005555,-0.000711,0.000192,-0.532,0.202,0.0,0.006,-0.001,0.0,2.78,-0.396,-0.001
800.51,517.536,-0.118,0.005644,-0.000686,0.000188,-0.537,0.203,0.0,0.006,-0.001,0.0,2.788,-0.397,-0.001
800.515,517.534,-0.117,0.005715,-0.000661,0.000184,-0.543,0.204,0.0,0.006,-0.001,0.0,2.795,-0.397,-0.001
800.521,517.533,-0.117,0.00577,-0.000637,0.000179,-0.548,0.204,0.0,0.006,-0.001,0.0,2.803,-0.397,-0.001
800.526,517.532,-0.117,0.00581,-0.000614,0.000175,-0.554,0.205,0.0,0.006,-0.001,0.0,2.81,-0.397,-0.001
800.532,517.53,-0.117,0.005835,-0.000593,0.000171,-0.56,0.206,0.0,0.006,-0.001,0.0,2.817,-0.397,-0.0
800.538,517.529,-0.117,0.005846,-0.000573,0.000167,-0.566,0.207,0.0,0.006,-0.001,0.0,2.824,-0.397,-0.0
800.544,517.528,-0.116,0.005845,-0.000554,0.000164,-0.572,0.207,0.0,0.006,-0.001,0.0,2.831,-0.397,-0.0
800.549,517.527,-0.116,0.005832,-0.000537,0.00016,-0.577,0.208,0.0,0.006,-0.001,0.0,2.837,-0.398,0.0
800.555,517.525,-0.116,0.005808,-0.000521,0.000157,-0.583,0.208,0.0,0.006,-0.001,0.0,2.844,-0.398,0.0
800.561,517.524,-0.116,0.005774,-0.000507,0.000154,-0.589,0.209,0.0,0.006,-0.001,0.0,5.353,-2.935,0.0
800.567,517.523,-0.116,0.002196,0.002637,-0.001333,-0.595,0.21,0.0,0.002,0.003,-0.001,5.323,-2.935,0.001
800.569,517.525,-0.117,-0.004812,0.004781,-0.002624,-0.597,0.206,0.0,-0.005,0.005,-0.003,2.798,-0.397,-0.001
800.565,517.531,-0.12,-0.005122,0.004077,-0.001996,-0.593,0.2,0.0,-0.005,0.004,-0.002,2.682,-0.395,-0.003
800.56,517.535,-0.122,-0.005552,0.003715,-0.001455,-0.588,0.195,0.0,-0.006,0.004,-0.001,2.593,-0.393,-0.005
800.555,517.54,-0.123,-0.007083,0.003292,-0.001016,-0.583,0.19,0.0,-0.007,0.003,-0.001,2.53,-0.392,-0.007
800.549,517.544,-0.124,-0.008473,0.002778,-0.000664,-0.576,0.186,0.0,-0.008,0.003,-0.001,2.488,-0.391,-0.008
800.54,517.548,-0.125,-0.009335,0.002237,-0.000389,-0.568,0.183,0.0,-0.009,0.002,-0.0,2.462,-0.391,-0.009
800.531,517.551,-0.125,-0.009664,0.001726,-0.00018,-0.558,0.181,0.0,-0.01,0.002,-0.0,2.448,-0.391,-0.009
800.522,517.554,-0.125,-0.00958,0.00127,-2.6e-05,-0.549,0.179,0.0,-0.01,0.001,-0.0,2.444,-0.391,-0.009
800.513,517.556,-0.126,-0.009211,0.000876,8.5e-05,-0.539,0.178,0.0,-0.009,0.001,0.0,2.445,-0.391,-0.009
800.504,517.558,-0.125,-0.008657,0.00054,0.000164,-0.53,0.177,0.0,-0.009,0.001,0.0,2.452,-0.391,-0.009
800.495,517.56,-0.125,-0.007992,0.000256,0.000219,-0.521,0.176,0.0,-0.008,0.0,0.0,2.462,-0.391,-0.009
800.487,517.561,-0.125,-0.007261,1.5e-05,0.000255,-0.513,0.176,0.0,-0.007,0.0,0.0,2.473,-0.391,-0.009
800.48,517.562,-0.125,-0.006498,-0.000189,0.00028,-0.506,0.176,0.0,-0.006,-0.0,0.0,2.486,-0.391,-0.008
800.474,517.563,-0.125,-0.005724,-0.00036,0.000295,-0.499,0.177,0.0,-0.006,-0.0,0.0,2.5,-0.392,-0.008
800.468,517.563,-0.124,-0.004952,-0.000505,0.000303,-0.494,0.177,0.0,-0.005,-0.001,0.0,2.514,-0.392,-0.008
800.463,517.563,-0.124,-0.004193,-0.000625,0.000308,-0.489,0.178,0.0,-0.004,-0.001,0.0,2.527,-0.392,-0.008
800.459,517.563,-0.124,-0.003453,-0.000726,0.000309,-0.484,0.178,0.0,-0.003,-0.001,0.0,2.541,-0.392,-0.007
800.455,517.563,-0.123,-0.002737,-0.000808,0.000308,-0.481,0.179,0.0,-0.003,-0.001,0.0,2.555,-0.392,-0.007
800.452,517.562,-0.123,-0.002047,-0.000874,0.000305,-0.478,0.18,0.0,-0.002,-0.001,0.0,2.568,-0.393,-0.007
800.45,517.562,-0.123,-0.001387,-0.000926,0.000301,-0.476,0.181,0.0,-0.001,-0.001,0.0,2.581,-0.393,-0.006
800.449,517.561,-0.122,-0.000758,-0.000966,0.000296,-0.475,0.182,0.0,-0.001,-0.001,0.0,2.594,-0.393,-0.006
800.448,517.56,-0.122,-0.000161,-0.000995,0.000291,-0.474,0.183,0.0,-0.0,-0.001,0.0,2.606,-0.393,-0.006
800.448,517.559,-0.122,0.000405,-0.001014,0.000286,-0.474,0.185,0.0,0.0,-0.001,0.0,2.618,-0.394,-0.005
800.448,517.558,-0.122,0.000939,-0.001025,0.00028,-0.474,0.186,0.0,0.001,-0.001,0.0,2.63,-0.394,-0.005
800.449,517.557,-0.121,0.00144,-0.001029,0.000274,-0.475,0.187,0.0,0.001,-0.001,0.0,2.641,-0.394,-0.005
800.45,517.556,-0.121,0.001909,-0.001027,0.000268,-0.476,0.188,0.0,0.002,-0.001,0.0,2.652,-0.394,-0.005
800.452,517.555,-0.121,0.002348,-0.001019,0.000262,-0.478,0.189,0.0,0.002,-0.001,0.0,2.663,-0.394,-0.004
800.454,517.553,-0.12,0.002755,-0.001007,0.000256,-0.48,0.19,0.0,0.003,-0.001,0.0,2.673,-0.395,-0.004
800.457,517.552,-0.12,0.003132,-0.000991,0.00025,-0.483,0.192,0.0,0.003,-0.001,0.0,2.683,-0.395,-0.004
800.46,517.551,-0.12,0.00348,-0.000972,0.000245,-0.486,0.193,0.0,0.003,-0.001,0.0,2.693,-0.395,-0.004
800.463,517.549,-0.12,0.0038,-0.00095,0.000239,-0.49,0.194,0.0,0.004,-0.001,0.0,2.703,-0.395,-0.003
800.467,517.548,-0.119,0.004092,-0.000926,0.000233,-0.493,0.195,0.0,0.004,-0.001,0.0,2.712,-0.395,-0.003
800.47,517.546,-0.119,0.004357,-0.0009,0.000228,-0.497,0.196,0.0,0.004,-0.001,0.0,2.721,-0.395,-0.003
800.475,517.545,-0.119,0.004597,-0.000874,0.000222,-0.502,0.197,0.0,0.005,-0.001,0.0,2.73,-0.396,-0.003
800.479,517.544,-0.119,0.004812,-0.000846,0.000217,-0.506,0.198,0.0,0.005,-0.001,0.0,2.739,-0.396,-0.002
800.484,517.542,-0.119,0.005004,-0.000819,0.000212,-0.511,0.199,0.0,0.005,-0.001,0.0,2.748,-0.396,-0.002
800.489,517.541,-0.118,0.005173,-0.000791,0.000207,-0.516,0.2,0.0,0.005,-0.001,0.0,2.756,-0.396,-0.002
800.494,517.539,-0.118,0.00532,-0.000763,0.000202,-0.521,0.201,0.0,0.005,-0.001,0.0,2.764,-0.396,-0.002
800.499,517.538,-0.118,0.005447,-0.000736,0.000197,-0.526,0.201,0.0,0.005,-0.001,0.0,2.772,-0.396,-0.002
800.504,517.537,-0.118,0.005555,-0.000709,0.000192,-0.532,0.202,0.0,0.006,-0.001,0.0,2.78,-0.396,-0.001
800.51,517.535,-0.118,0.005644,-0.000683,0.000188,-0.537,0.203,0.0,0.006,-0.001,0.0,2.788,-0.397,-0.001
800.515,517.534,-0.117,0.005715,-0.000658,0.000184,-0.543,0.204,0.0,0.006,-0.001,0.0,2.795,-0.397,-0.001
800.521,517.533,-0.117,0.00577,-0.000635,0.000179,-0.549,0.205,0.0,0.006,-0.001,0.0,2.802,-0.397,-0.001
800.526,517.531,-0.117,0.00581,-0.000612,0.000175,-0.554,0.205,0.0,0.006,-0.001,0.0,2.81,-0.397,-0.001
800.532,517.53,-0.117,0.005835,-0.000591,0.000171,-0.56,0.206,0.0,0.006,-0.001,0.0,2.817,-0.397,-0.0
800.538,517.529,-0.117,0.005847,-0.000571,0.000167,-0.566,0.207,0.0,0.006,-0.001,0.0,2.823,-0.397,-0.0
800.544,517.528,-0.116,0.005845,-0.000552,0.000164,-0.572,0.207,0.0,0.006,-0.001,0.0,2.83,-0.397,-0.0
800.549,517.526,-0.116,0.005832,-0.000535,0.00016,-0.577,0.208,0.0,0.006,-0.001,0.0,2.837,-0.398,0.0
800.555,517.525,-0.116,0.005808,-0.000519,0.000157,-0.583,0.209,0.0,0.006,-0.001,0.0,2.843,-0.398,0.0
800.561,517.524,-0.116,0.005774,-0.000505,0.000154,-0.589,0.209,0.0,0.006,-0.001,0.0,5.351,-2.935,0.0
800.567,517.523,-0.116,0.002196,0.002639,-0.001333,-0.595,0.21,0.0,0.002,0.003,-0.001,5.321,-2.935,0.001
800.569,517.525,-0.117,-0.004813,0.004783,-0.002624,-0.597,0.207,0.0,-0.005,0.005,-0.003,2.798,-0.397,-0.001
800.565,517.53,-0.12,-0.005123,0.004079,-0.001996,-0.593,0.2,0.0,-0.005,0.004,-0.002,2.681,-0.395,-0.003
800.56,517.535,-0.122,-0.005553,0.003717,-0.001455,-0.588,0.195,0.0,-0.006,0.004,-0.001,2.593,-0.393,-0.005
800.555,517.539,-0.123,-0.007084,0.003294,-0.001016,-0.583,0.19,0.0,-0.007,0.003,-0.001,2.53,-0.392,-0.007
800.548,517.544,-0.124,-0.008474,0.00278,-0.000664,-0.576,0.186,0.0,-0.008,0.003,-0.001,2.488,-0.391,-0.008
800.54,517.547,-0.125,-0.009336,0.002239,-0.000389,-0.568,0.183,0.0,-0.009,0.002,-0.0,2.462,-0.391,-0.009
800.531,517.551,-0.125,-0.009665,0.001728,-0.00018,-0.558,0.181,0.0,-0.01,0.002,-0.0,2.448,-0.391,-0.009
800.522,517.554,-0.125,-0.009581,0.001272,-2.6e-05,-0.549,0.179,0.0,-0.01,0.001,-0.0,2.443,-0.391,-0.009
800.513,517.556,-0.126,-0.009212,0.000878,8.5e-05,-0.539,0.178,0.0,-0.009,0.001,0.0,2.445,-0.391,-0.009
800.504,517.558,-0.125,-0.008658,0.000542,0.000164,-0.53,0.177,0.0,-0.009,0.001,0.0,2.452,-0.391,-0.009
800.495,517.56,-0.125,-0.007992,0.000257,0.000219,-0.521,0.176,0.0,-0.008,0.0,0.0,2.461,-0.391,-0.009
800.487,517.561,-0.125,-0.007262,1.7e-05,0.000255,-0.513,0.176,0.0,-0.007,0.0,0.0,2.473,-0.391,-0.009
800.48,517.562,-0.125,-0.006499,-0.000187,0.00028,-0.506,0.176,0.0,-0.006,-0.0,0.0,2.486,-0.391,-0.008
800.474,517.563,-0.125,-0.005724,-0.000359,0.000295,-0.499,0.177,0.0,-0.006,-0.0,0.0,2.499,-0.391,-0.008
800.468,517.563,-0.124,-0.004953,-0.000503,0.000303,-0.494,0.177,0.0,-0.005,-0.001,0.0,2.513,-0.392,-0.008
800.463,517.563,-0.124,-0.004193,-0.000624,0.000308,-0.489,0.178,0.0,-0.004,-0.001,0.0,2.527,-0.392,-0.008
800.459,517.563,-0.124,-0.003453,-0.000724,0.000309,-0.484,0.179,0.0,-0.003,-0.001,0.0,2.541,-0.392,-0.007
800.455,517.563,-0.123,-0.002737,-0.000806,0.000308,-0.481,0.18,0.0,-0.003,-0.001,0.0,2.554,-0.392,-0.007
800.452,517.562,-0.123,-0.002048,-0.000872,0.000305,-0.478,0.181,0.0,-0.002,-0.001,0.0,2.568,-0.393,-0.007
800.45,517.562,-0.123,-0.001388,-0.000924,0.000301,-0.476,0.182,0.0,-0.001,-0.001,0.0,2.581,-0.393,-0.006
800.449,517.561,-0.122,-0.000758,-0.000964,0.000296,-0.475,0.183,0.0,-0.001,-0.001,0.0,2.593,-0.393,-0.006
800.448,517.56,-0.122,-0.000161,-0.000993,0.000291,-0.474,0.184,0.0,-0.0,-0.001,0.0,2.606,-0.393,-0.006
800.448,517.559,-0.122,0.000405,-0.001013,0.000286,-0.474,0.185,0.0,0.0,-0.001,0.0,2.618,-0.394,-0.005
800.448,517.558,-0.122,0.000939,-0.001024,0.00028,-0.474,0.186,0.0,0.001,-0.001,0.0,2.629,-0.394,-0.005
800.449,517.557,-0.121,0.00144,-0.001028,0.000274,-0.475,0.187,0.0,0.001,-0.001,0.0,2.641,-0.394,-0.005
800.45,517.556,-0.121,0.001909,-0.001025,0.000268,-0.476,0.188,0.0,0.002,-0.001,0.0,2.652,-0.394,-0.005
800.452,517.554,-0.121,0.002348,-0.001018,0.000262,-0.478,0.189,0.0,0.002,-0.001,0.0,2.662,-0.394,-0.004
800.454,517.553,-0.12,0.002755,-0.001006,0.000256,-0.48,0.191,0.0,0.003,-0.001,0.0,2.673,-0.395,-0.004
800.457,517.552,-0.12,0.003132,-0.000989,0.00025,-0.483,0.192,0.0,0.003,-0.001,0.0,2.683,-0.395,-0.004
800.46,517.55,-0.12,0.00348,-0.00097,0.000245,-0.486,0.193,0.0,0.003,-0.001,0.0,2.693,-0.395,-0.004
800.463,517.549,-0.12,0.0038,-0.000948,0.000239,-0.49,0.194,0.0,0.004,-0.001,0.0,2.702,-0.395,-0.003
800.467,517.548,-0.119,0.004092,-0.000924,0.000233,-0.493,0.195,0.0,0.004,-0.001,0.0,2.712,-0.395,-0.003
800.47,517.546,-0.119,0.004357,-0.000899,0.000228,-0.497,0.196,0.0,0.004,-0.001,0.0,2.721,-0.395,-0.003
800.475,517.545,-0.119,0.004597,-0.000872,0.000222,-0.502,0.197,0.0,0.005,-0.001,0.0,2.73,-0.396,-0.003
800.479,517.543,-0.119,0.004812,-0.000845,0.000217,-0.506,0.198,0.0,0.005,-0.001,0.0,2.739,-0.396,-0.002
800.484,517.542,-0.119,0.005004,-0.000817,0.000212,-0.511,0.199,0.0,0.005,-0.001,0.0,2.747,-0.396,-0.002
800.489,517.541,-0.118,0.005173,-0.000789,0.000207,-0.516,0.2,0.0,0.005,-0.001,0.0,2.756,-0.396,-0.002
800.494,517.539,-0.118,0.005321,-0.000762,0.000202,-0.521,0.201,0.0,0.005,-0.001,0.0,2.764,-0.396,-0.002
800.499,517.538,-0.118,0.005447,-0.000734,0.000197,-0.526,0.202,0.0,0.005,-0.001,0.0,2.772,-0.396,-0.002
800.504,517.536,-0.118,0.005555,-0.000708,0.000192,-0.532,0.203,0.0,0.006,-0.001,0.0,2.78,-0.396,-0.001
800.51,517.535,-0.118,0.005644,-0.000682,0.000188,-0.537,0.203,0.0,0.006,-0.001,0.0,2.787,-0.397,-0.001
800.515,517.534,-0.117,0.005716,-0.000657,0.000184,-0.543,0.204,0.0,0.006,-0.001,0.0,2.795,-0.397,-0.001
800.521,517.532,-0.117,0.005771,-0.000633,0.000179,-0.549,0.205,0.0,0.006,-0.001,0.0,2.802,-0.397,-0.001
800.526,517.531,-0.117,0.00581,-0.000611,0.000175,-0.554,0.206,0.0,0.006,-0.001,0.0,2.809,-0.397,-0.001
800.532,517.53,-0.117,0.005835,-0.000589,0.000171,-0.56,0.206,0.0,0.006,-0.001,0.0,2.816,-0.397,-0.0
800.538,517.529,-0.117,0.005847,-0.000569,0.000167,-0.566,0.207,0.0,0.006,-0.001,0.0,2.823,-0.397,-0.0
800.544,517.527,-0.116,0.005845,-0.000551,0.000164,-0.572,0.208,0.0,0.006,-0.001,0.0,2.83,-0.397,-0.0
800.549,517.526,-0.116,0.005832,-0.000534,0.00016,-0.577,0.208,0.0,0.006,-0.001,0.0,2.837,-0.398,0.0
800.555,517.525,-0.116,0.005808,-0.000518,0.000157,-0.583,0.209,0.0,0.006,-0.001,0.0,2.843,-0.398,0.0
